income_volatility,income_trend_score,expense_burden,buffer_coverage,debt_service_burden,income_gap_ratio,payment_frequency_variance,essential_spend_ratio,risk_label
0.5020361449199878,0.4392845270508321,0.735269289746653,0.6900528953228499,0.4259482217330298,0.18286161805240703,0.5991693531437732,0.794914429843134,HIGH
0.6804829415486077,-0.1882641463034047,1.0454720536400564,1.0851568471001114,0.49782068199221713,0.5162055173727073,0.5600507109085394,0.8325423157267112,HIGH
0.44093173927371304,-0.45820707711927217,1.358240101856216,1.1230062816916202,0.24670892042595455,0.8075902715420357,1.2128462620094214,0.8045788518751641,HIGH
0.3948169014002641,-0.19904666696579656,1.052189766822175,0.3344560153202121,0.6288317832683301,0.07983097130707269,0.6710007748281644,0.657680048185477,HIGH
0.739021279093176,-1.0,0.8976156322072344,0.7392684431967191,0.2306867869182892,0.19165502212606533,0.18897849688942933,0.5305091827579645,HIGH
0.4208096498617217,-0.0707228022030829,0.775488408512858,0.8989013994834044,1.1313658832344122,0.5270286181580225,0.9791413230571199,0.9000590771366866,HIGH
0.5630412189537715,-0.09145006027466661,1.2301095973196756,1.6730288567069689,0.06625937662938207,0.1493790221432594,0.2627345137378776,0.790673865376678,HIGH
0.5254766635904979,0.3263919535501464,0.7124697986061477,1.7964408594270387,0.22816478244057153,0.2593399445876679,0.16025861657560883,0.6788838083833618,HIGH
0.7385792619897411,-0.8122480697530193,0.8998390656266808,0.256935980947397,0.05839336378193554,0.10230316605690128,0.08878103190145847,0.7151541854835542,HIGH
0.3454129211166493,0.46798387156269006,1.0622793021866443,0.797615835908428,0.5354843576506794,0.6108395602810905,0.8078300733717885,0.6710528526815553,HIGH
0.9109401249999252,0.3246517038990155,0.6317398917696255,0.4725781336152713,0.40725804652896463,0.28439268788826133,0.48414226535936267,0.6333658245335545,HIGH
0.2814235879677324,0.5058582967534383,0.24788252891654244,1.0672763070421594,0.34151112466907085,0.3943448203326828,0.4890573588204851,0.49857820987830165,HIGH
0.588636734662,-0.04214297792173771,0.7462052836630433,2.0,0.5372460109376512,0.2268340824661528,1.0145239827852632,0.694101177571988,HIGH
0.5419924729176216,0.40583667032315723,0.9351921281896572,1.5411102926078615,0.437114241218318,0.20835112077724185,0.7562591229920986,0.7911759351731171,HIGH
0.2613533595851656,-0.6379224946609001,0.739261320588384,1.1355945615713616,0.39606686642559974,0.6948914423440463,0.8430977135123979,0.882572885304807,HIGH
0.6228179388650642,0.27947997738590385,1.5035310324451463,1.365999153921196,0.6247893656787618,0.4940868305034011,0.05581351461873405,0.7518606616833646,HIGH
0.36572320659904506,-0.34388836008197704,0.8783179394750551,2.0,0.06839585747075864,0.06594007341583398,0.48200941150735555,0.7530240517019464,HIGH
0.1950664639328313,-0.7135887696176332,0.9866838282815267,1.4477797466144087,0.646736889589949,0.6734211442868935,1.094558192203934,0.7678732290972785,HIGH
0.6773100841338986,-0.4921390176290315,1.0096773534061345,0.30032121608808726,0.3300113261231525,0.03173560526418721,0.38690101109302577,0.9027463233521338,HIGH
0.13579287798796014,-0.01767692177570636,0.25622411262323974,2.0,0.7144710869295867,0.545385622561459,0.15288154133492463,0.5549232838392016,HIGH
0.2272021255346656,-0.36620566745139344,0.2783305536666432,0.8574616835018548,0.738026198970681,0.20549322960389332,1.0241416339179301,0.48429158900374397,HIGH
0.4372539608777427,0.13795088331223598,1.301824523252922,1.0369853287558948,0.3845455465420439,0.11896330316100454,0.10564268762542241,0.7216477657144001,HIGH
0.7353097487906756,-0.7794597731016872,0.8503615652263857,1.7950171233480356,0.12212484075570691,0.22765131230873412,0.4535697727192892,0.7146845262886807,HIGH
0.6493821634670786,-0.9133809683186619,0.757037086961208,2.0,0.10299225529332792,0.25439176999523755,0.41636106992705396,0.8037979612702453,HIGH
0.49643397199705547,0.5564027223403019,0.6612776233001713,0.5638101970316346,0.08705243736601118,0.26820204600074654,0.07622480648858944,0.9173867287752767,HIGH
0.09707801307143979,0.3595960543486024,0.5760636109587047,1.7290147906787379,0.6990747995570499,0.44697186281990126,0.7844040046005902,0.6481476602779684,HIGH
0.2712438435673268,-0.46070467108379914,1.28450738936734,0.5362583253072739,0.5515986571712291,0.19384974005017222,0.6855765179106402,0.7228423126515687,HIGH
0.3206631369986782,-0.021259850257626597,1.2534893149456596,0.9761701222305617,0.20448397795354312,0.37393156011698214,0.29981038548602046,0.9076221767017992,HIGH
0.187235995603522,0.408192965284556,0.5952678017214967,0.21558238354968928,0.3074656385065473,0.44314313092378577,1.3672478134046788,0.771578292849309,HIGH
0.07233075756501867,0.1560642554820543,0.8772089481189826,0.5387425605597215,0.20924106685683924,0.09418589551129335,0.09320223420843955,0.45418173555829705,HIGH
0.4525759608658406,0.04225370039706093,1.229024816482174,0.9408263862119395,0.31589359147322293,0.8457005615305372,0.04925645912227985,0.5647784591513012,HIGH
0.6633100756967693,0.43996471415129074,0.759996710213143,1.1794367123309257,0.7096525773409836,0.6381849519353211,0.5574451255066601,0.8929938135903143,HIGH
0.3013882291813887,-0.32689923958451256,0.45617125518684853,1.1325251003190533,0.2748234167677102,0.5163235859993285,0.21726441197635152,0.5702674071696282,HIGH
0.7290725017719744,-0.006905051560855947,0.8782260766094667,1.5812537425750002,0.27806570771317746,0.051541659492852054,0.46853206128990704,0.7653632953645253,HIGH
0.12063906313922795,-0.02749642808280449,0.5528773209289831,0.6039271671570281,0.04005600994623646,0.04401168942726768,1.1262166216981897,0.8387379715694796,HIGH
0.1773975958786202,-0.13456006002183787,1.2519296176646213,0.7469570998890334,0.646564939635128,1.0129052658946454,0.14351780990375904,0.9517199853534197,HIGH
0.44577169999467287,-0.18371831479671585,1.2421903720386618,0.7747594776511227,0.42621762660572887,0.1036500806732475,1.0328847011276916,0.6035222778974733,HIGH
0.28168719135887565,0.01060465988796611,1.0035115141489837,0.6396096656161244,0.3117166642148258,0.38677560670346917,0.15487608014596813,0.9865499739322887,HIGH
0.6268269120498999,-0.005548851686078436,0.9334083932448987,0.38750187064499836,0.7402496540770357,0.2338383794448506,0.3489772276054191,0.8551430185077137,HIGH
0.5588743121930938,-0.46033960986450084,0.7416349141787657,0.8618040453318524,0.5360268324450156,0.7993916275358431,1.1879405902166706,0.6481661346737995,HIGH
0.29772704207682643,0.3167542821581879,1.4570041467286694,1.4089013784192517,0.17562236717957203,0.7485965609864614,0.7964200813778209,0.5551494833990714,HIGH
0.1321107484086825,-0.4300817872618285,0.207214189185881,1.021804960717619,0.23467906838664124,0.4112162816797985,0.23241605279644878,0.630878318192682,HIGH
0.2714759595582207,-0.11165804670981304,0.5996583792097591,0.5788520145817555,0.31135915540030423,0.754150147483759,0.6357829228060337,0.830937697291712,HIGH
0.5682083107798228,-0.1440177985424216,0.7272487977251136,0.8742849547183498,0.05254063313534699,0.7694023923252266,0.3271562278325777,0.8201391405611911,HIGH
0.6436093705053593,0.13040351731687067,0.9118459208714016,0.5510799953559037,0.388075519349364,0.08613639291173529,0.365241556703138,0.8934853173506905,HIGH
0.282658100758835,-0.9100236548912798,0.7508906459568419,1.200381008254597,0.722540006738757,0.41213031056464133,0.4191738899230859,0.6284953322075401,HIGH
0.0718893084834285,0.35418212227037243,0.9627745648662518,1.4408811845298262,0.07821021732413252,0.14003139068916487,0.7161118745428035,0.5514170651230137,HIGH
0.1142059170502456,-0.30433594599710895,0.2832015437828829,1.4645526536205615,0.639934763645497,0.09629877465859865,0.5302589949063187,0.7332042224881079,HIGH
0.5370909820667564,0.49238458380636274,0.8501669827841976,0.689228793938194,0.44645170453441835,0.5902170867819709,0.42856074379169207,0.5765335530411931,HIGH
0.29389881519685385,-0.22082926829678481,1.0189615424911374,0.5604953423905378,0.3788977756090834,0.3631318102310658,0.43945055382728554,0.6441820035446137,HIGH
0.29945822443192244,-0.040514306008284415,0.8304592354218155,1.5812566946395712,0.29627296805033915,0.6105049484664721,0.586261826466461,0.8595743618515832,HIGH
0.17485737476345922,0.7837901368287379,0.4171108383944459,0.6493587257194959,0.6622727368069049,0.04486726440019722,0.5106331688463175,0.6669863468862343,HIGH
0.1719460861705592,-0.13648204769334074,0.6799455452845581,0.8639846271084186,0.19631816954834233,0.24763471586496252,0.31565208852872084,0.9019318683491947,HIGH
0.7209348147873744,0.5003169515628526,0.47698239830485734,1.0142019433330551,0.3318837366234326,0.8061150075975624,0.5990524386233204,0.2905080101229134,HIGH
0.5502636544709887,-0.003601064062884761,0.7990616795289486,0.8124297346674068,0.5136210035071404,0.31245409793396034,0.6792367974923923,0.8178530166400829,HIGH
0.24270635621062464,0.15447590872326564,0.5254003724006259,1.320909474491553,0.10220308448330306,0.4053561802342877,0.61149983430101,0.8414925532732533,HIGH
0.4227673076608421,0.00938260755277729,0.3347053751509066,0.24021167977082128,0.42927671320386634,0.05941305731470544,0.936585898122374,0.968077213632942,HIGH
0.4765098768158381,0.3360976830460521,0.8157211815264739,1.1241643364731084,0.8831248017787069,0.3733806021808845,0.29376942548070073,0.5206415946030183,HIGH
1.1298450618823508,-0.30792327739828157,1.4179596692010425,0.4342457883706412,0.2066443722347255,0.05949358296090754,0.28212719234555783,0.6339536662535146,HIGH
0.15930250991950318,-0.4333003796680579,0.3474217178560829,0.5957778630692178,0.5586603193123525,0.7030557192766077,1.2530979104447983,0.3706578831251796,HIGH
0.4721086741351105,-0.28820199995834916,1.188036744405676,0.9253616116998514,0.30181017868176685,0.3605078075998843,0.2415841978625817,0.5777154241198401,HIGH
0.7185527275324896,0.02187835805611824,0.8774314817563676,0.18538426169524735,0.10127423095036968,0.18594929506307425,0.396102180420245,0.6994081460507767,HIGH
1.0462620039707227,-0.11274388993113836,1.3513246792036557,0.7177850698378643,0.7067933118846379,0.9977499227046962,0.05834756155313417,0.8048374237871273,HIGH
